sku,name,brand,color,size,mrp,price,quantity
SKU1836,Jacket,Levis,Black,XXL,3439.91,2737.84,27
SKU1837,T-Shirt,Puma,White,S,3544.15,3255.29,17
SKU1838,Hoodie,Puma,Black,XL,1978.39,1256.51,2
SKU1839,Sweater,Zara,Green,XXL,1383.81,1227.51,10
SKU1840,Sweater,Nike,White,XXL,2110.51,1399.21,18
SKU1841,Jacket,Nike,Yellow,M,2463.64,1878.5,25
SKU1842,Hoodie,Nike,Red,M,2991.15,2688.97,5
SKU1843,Shorts,Nike,Grey,L,2797.77,2419.19,47
SKU1844,Sneakers,Nike,Yellow,XXL,3786.76,3774.83,16
SKU1845,Track Pants,Zara,Green,XXL,3007.0,2368.11,32
SKU1846,Shoes,H&M,Black,XL,3954.53,2624.29,46
SKU1847,Hoodie,Nike,Red,XL,529.92,351.14,12
SKU1848,Hoodie,Adidas,Yellow,M,3607.89,2366.39,27
SKU1849,Hoodie,H&M,Blue,XL,2133.51,1658.24,12
SKU1850,T-Shirt,H&M,Black,S,2774.72,2262.71,11
SKU1851,Cap,Reebok,Red,L,3822.97,3624.68,44
SKU1852,Track Pants,H&M,White,S,1283.64,1203.22,27
SKU1853,Cap,Adidas,Red,XL,1236.08,821.33,22
SKU1854,Cap,H&M,Red,L,4694.79,4269.82,21
SKU1855,Shoes,H&M,Blue,XXL,2545.98,1688.04,13
SKU1856,Cap,Puma,Blue,XL,3898.1,3757.03,14
SKU1857,Track Pants,Levis,Yellow,XL,1515.1,1066.6,5
SKU1858,Cap,Reebok,Blue,L,4764.59,2881.81,48
SKU1859,T-Shirt,Adidas,Black,XL,1454.6,979.87,37
SKU1860,Sweater,Nike,Yellow,M,4865.37,4614.75,4
SKU1861,Shorts,Levis,Grey,S,503.89,363.23,18
SKU1862,Jacket,Nike,White,M,3320.38,2452.62,22
SKU1863,Sneakers,H&M,Yellow,XL,1475.54,1456.72,45
SKU1864,Sneakers,Zara,Red,S,552.54,454.45,47
SKU1865,T-Shirt,Adidas,Black,XXL,1160.9,997.94,41
SKU1866,Track Pants,Nike,Black,XXL,3638.56,2507.66,40
SKU1867,Track Pants,Adidas,Red,XL,1030.66,755.12,11
SKU1868,Track Pants,Levis,Grey,L,3880.72,2449.96,45
SKU1869,Cap,Levis,Black,S,4434.33,2717.39,50
SKU1870,Shorts,Nike,Grey,XXL,4019.91,2920.77,25
SKU1871,Shoes,Levis,Red,S,3875.5,3594.24,41
SKU1872,Jeans,Zara,Black,S,4645.72,4033.0,48
SKU1873,Sneakers,Zara,Grey,S,1582.81,1324.78,7
SKU1874,T-Shirt,Zara,Green,S,2422.74,1681.54,26
SKU1875,Shoes,Nike,Green,XL,1166.33,909.57,50
SKU1876,Jacket,H&M,White,S,853.34,767.39,1
SKU1877,Track Pants,Zara,Grey,XXL,1045.1,687.35,15
SKU1878,Jacket,Zara,White,M,4853.28,4560.39,10
SKU1879,Shoes,Reebok,Blue,M,2762.3,2084.95,38
SKU1880,Shorts,Adidas,White,S,4655.79,3064.74,26
SKU1881,Cap,Puma,Yellow,S,2170.72,1321.34,9
SKU1882,Jacket,Zara,Black,XXL,2212.91,1809.15,40
SKU1883,Sweater,H&M,Grey,S,3262.85,2037.2,16
SKU1884,T-Shirt,Levis,Yellow,L,3235.79,2964.81,27
SKU1885,Sweater,Zara,Black,XXL,2770.02,2439.74,35
SKU1886,Sneakers,Puma,Black,S,2559.76,2110.24,35
SKU1887,Jacket,Zara,Grey,M,2713.33,1966.95,42
SKU1888,Shoes,H&M,Black,S,2732.87,2303.86,25
SKU1889,Track Pants,Levis,Grey,L,4378.06,2768.98,34
SKU1890,Sweater,Nike,Red,S,1796.91,1516.02,9
SKU1891,T-Shirt,Reebok,White,S,2321.48,2267.3,49
SKU1892,T-Shirt,Zara,Black,M,1299.49,961.78,11
SKU1893,Shoes,Adidas,Grey,L,2481.88,1757.79,17
SKU1894,Sneakers,Puma,Blue,M,1041.06,676.37,22
SKU1895,Sneakers,Levis,Yellow,M,838.64,531.21,2
SKU1896,Hoodie,Adidas,Grey,XXL,3000.58,1937.42,29
SKU1897,Hoodie,Reebok,Green,XL,2763.7,2208.53,38
SKU1898,Jeans,Reebok,Grey,S,1689.43,1553.48,10
SKU1899,Track Pants,Reebok,Green,XXL,3909.46,3159.65,43
SKU1900,Sweater,Reebok,Green,XL,1339.39,994.61,3
SKU1901,Sweater,Levis,Red,XXL,4550.04,4064.06,49
SKU1902,T-Shirt,Reebok,White,L,1032.7,639.73,21
SKU1903,Jacket,Reebok,Grey,XL,3222.73,2720.64,32
SKU1904,Track Pants,H&M,Black,S,3565.47,3356.63,50
SKU1905,Shorts,Nike,Grey,XXL,3074.88,2339.97,38
SKU1906,Sweater,Reebok,Green,L,4867.18,4239.1,3
SKU1907,Hoodie,Zara,Black,M,4293.08,3666.19,10
SKU1908,Track Pants,Reebok,Green,XL,3441.34,3306.79,37
SKU1909,Jeans,H&M,Green,XXL,2155.52,1448.88,19
SKU1910,Hoodie,H&M,Green,XXL,4102.35,3775.47,23
SKU1911,T-Shirt,Adidas,Red,M,1342.78,1319.48,43
SKU1912,Jeans,Levis,Red,XXL,4336.97,4172.06,15
SKU1913,Shoes,Adidas,Black,XXL,2865.01,2483.83,18
SKU1914,Cap,Zara,White,XL,3968.47,2544.82,40
SKU1915,Hoodie,Puma,Blue,XXL,617.82,483.99,35
SKU1916,Jeans,Zara,Green,XXL,3186.78,2706.45,44
SKU1917,Jeans,Nike,Black,L,1224.02,995.37,49
SKU1918,Track Pants,Nike,Yellow,M,1411.33,1368.58,29
SKU1919,Jeans,Levis,Black,XL,847.57,752.17,34
SKU1920,Shoes,Nike,White,L,4713.25,3916.83,26
SKU1921,Sweater,Puma,Black,XXL,3898.18,3039.78,33
SKU1922,Jeans,Zara,White,S,2842.06,2725.52,48
SKU1923,Shoes,Levis,Blue,XXL,2408.96,2393.97,12
SKU1924,Shoes,Adidas,White,XL,1067.5,837.38,36
SKU1925,Sweater,Adidas,Red,S,4420.4,3690.23,29
SKU1926,Shorts,Nike,Grey,XL,3185.79,2717.54,4
SKU1927,Jacket,Adidas,Yellow,S,1446.98,1403.79,46
SKU1928,Shoes,Puma,Green,XL,4205.41,3852.15,25
SKU1929,Shorts,H&M,Grey,XXL,3317.32,2694.46,48
SKU1930,Shorts,Puma,Green,L,1946.21,1699.76,46
SKU1931,T-Shirt,H&M,Grey,M,4628.03,3840.4,24
SKU1932,Sneakers,Nike,Blue,XXL,1793.58,1739.2,3
SKU1933,Jeans,Nike,White,XXL,2906.88,2879.19,7
SKU1934,T-Shirt,Reebok,Black,XXL,1085.09,728.35,9
SKU1935,Hoodie,Nike,Blue,L,1010.21,738.55,42
SKU1936,Jeans,Reebok,Yellow,S,4416.56,2889.76,19
SKU1937,T-Shirt,Adidas,White,M,3121.43,2358.05,6
SKU1938,Sweater,Levis,Green,S,4400.41,3999.05,17
SKU1939,Sneakers,Puma,Yellow,XL,3208.34,3015.68,32
SKU1940,Hoodie,Puma,Red,M,4278.94,3996.19,25
SKU1941,Jacket,Reebok,White,L,1348.06,990.09,36
SKU1942,Sneakers,Puma,Black,XXL,2408.5,1968.69,42
SKU1943,Sweater,Levis,Green,XL,2138.62,1670.0,26
SKU1944,Shorts,Adidas,Grey,XL,3154.53,3098.72,47
SKU1945,Shorts,Reebok,White,XL,1146.89,1002.33,12
SKU1946,Shoes,Levis,Green,S,3091.31,2663.42,48
SKU1947,T-Shirt,Adidas,Black,L,4662.59,2942.33,28
SKU1948,T-Shirt,H&M,Red,M,4224.66,3321.54,21
SKU1949,Hoodie,Adidas,Red,XXL,1945.02,1532.41,1
SKU1950,Sweater,Levis,Yellow,L,933.34,743.52,28
SKU1951,Cap,Nike,Black,M,1240.49,1175.36,16
SKU1952,Hoodie,Nike,Black,M,3790.9,3689.22,50
SKU1953,Hoodie,Levis,Blue,XL,910.21,690.04,20
SKU1954,Sweater,H&M,Red,XL,3419.28,2163.19,49
SKU1955,Sneakers,Nike,White,XL,768.91,710.12,7
SKU1956,Jeans,Nike,Blue,XXL,1480.59,1091.42,8
SKU1957,Sneakers,Zara,Red,L,694.62,445.33,48
SKU1958,Jeans,Levis,Blue,S,4841.37,3030.15,31
SKU1959,Hoodie,Levis,Yellow,XXL,1439.65,909.47,11
SKU1960,Track Pants,Nike,Black,M,2141.58,2091.44,24
SKU1961,Track Pants,H&M,Green,S,685.44,558.7,44
SKU1962,Jacket,H&M,Yellow,M,3666.58,3409.1,38
SKU1963,Sweater,Puma,Grey,L,3653.66,3003.82,14
SKU1964,Sweater,H&M,Grey,XL,4018.17,3548.4,18
SKU1965,Shoes,Puma,White,XL,1116.03,942.56,25
SKU1966,Shorts,Levis,Blue,XXL,2638.27,2212.08,13
SKU1967,Cap,Levis,Green,L,910.09,547.8,22
SKU1968,Sweater,Levis,Red,L,795.81,624.16,34
SKU1969,Shorts,Reebok,Black,XXL,3109.91,3001.98,43
SKU1970,Sneakers,Reebok,Black,M,1447.78,1325.1,11
SKU1971,Track Pants,H&M,White,L,1575.74,990.65,36
SKU1972,Shoes,Adidas,White,L,4659.73,4420.62,11
SKU1973,Cap,H&M,Black,L,3446.81,2827.82,30
SKU1974,Track Pants,H&M,White,XL,779.21,754.09,38
SKU1975,Sneakers,Zara,Red,S,3197.86,3042.66,48
SKU1976,T-Shirt,H&M,Grey,S,1544.06,1542.55,31
SKU1977,Shoes,Nike,Red,L,751.81,605.15,33
SKU1978,Shoes,H&M,Blue,S,507.02,387.83,14
SKU1979,T-Shirt,Nike,Red,XXL,961.25,782.04,43
SKU1980,Jeans,Adidas,Blue,XL,1177.73,1109.24,27
SKU1981,Shorts,Reebok,Blue,L,3229.94,2806.74,24
SKU1982,Jeans,Puma,Green,XXL,3505.4,3445.17,38
SKU1983,Hoodie,Zara,White,L,3685.35,2952.58,32
SKU1984,Shorts,H&M,Black,XXL,3695.29,2914.9,22
SKU1985,Shorts,Reebok,Yellow,M,4429.69,4217.36,45
SKU1986,Shorts,Levis,Black,XL,4135.04,2756.98,3
SKU1987,Sneakers,Puma,Yellow,M,2850.68,1869.93,37
SKU1988,Track Pants,Puma,Green,M,2946.07,2322.1,16
SKU1989,T-Shirt,Nike,Grey,L,4733.89,4678.7,42
SKU1990,Sneakers,Reebok,White,XXL,2629.47,2549.89,10
SKU1991,Jacket,Puma,White,XXL,1888.57,1572.9,28
SKU1992,T-Shirt,Puma,Yellow,XXL,2269.13,1546.04,39
SKU1993,Hoodie,Nike,Red,XXL,3941.24,3693.75,25
SKU1994,T-Shirt,Levis,Red,L,2977.18,2349.94,15
SKU1995,Jacket,Reebok,Black,S,3941.72,2715.2,27
SKU1996,Jacket,H&M,Yellow,S,3084.65,2113.75,40
SKU1997,Sneakers,Adidas,White,XL,712.64,604.4,1
SKU1998,Track Pants,Nike,Black,S,2386.42,1596.73,37
SKU1999,Shoes,Levis,Blue,XL,4972.88,4061.24,41
